CustomerID,LastPurchase,FirstPurchase,NumTransactions,TotalSpend,TotalItems,UniqueProducts,UniqueCategories,PrimaryCountry,Recency,CustomerLifespan,AOV,PurchaseFreqPerMonth,IsUK,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment,behavioral_entropy,p_alive,predicted_clv_12m,mu,alpha,beta,LastPurchaseObs,RecencyAtObsEnd,treatment,outcome,p_alive_imputed,clv_imputed,mu_imputed,alpha_imputed,propensity_score,iptw_weight,CATE,p1_score,p0_score,UpliftSegment,expected_orders,expected_orders_capped,CounterfactualCLV
12356,2011-11-17 08:40:00,2010-10-11 09:42:00,6,5613.68,3377,103,8,Portugal,22,401,935.6133626302084,0.4488778054862842,0,4,4,5,13,Champions,0.5240072462849482,0.9147407872255016,4848.833509293802,0.0149268349441745,1.0378675433686278e-09,6.62613408999737,2011-04-08 12:33:00,52,0,1,0.9147407872255016,4848.833509293802,0.0149268349441745,1.0378675433686278e-09,0.3087987463660095,1.152065263216895,-0.726983,0.25259382,0.9795768,Lost Cause,1.346633416458853,1.346633416458853,0.0
12357,2011-11-06 16:07:00,2010-11-16 10:05:00,2,17437.66,6586,260,10,Switzerland,32,355,8718.830078125,0.1690140845070422,0,4,2,5,11,Loyal,0.7521537519649664,,,,,,2010-11-16 10:05:00,195,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.13867362442528336,0.9245147679035801,-0.36863565,0.5150075,0.88364315,Lost Cause,0.5070422535211268,0.5070422535211268,0.0
12358,2011-12-08 10:26:00,2009-12-08 07:59:00,5,3447.0698,1068,55,7,Austria,1,730,689.41396484375,0.2054794520547945,0,5,4,5,14,Champions,0.4598343489573653,0.8119845535521729,756.0083533223439,0.006848337641269,8.415039093906749e-11,8.42378543417928,2010-11-29 10:56:00,182,0,1,0.8119845535521729,756.0083533223439,0.006848337641269,8.415039093906749e-11,0.4438046090794195,1.4317072151311596,-0.013641357,0.98306113,0.9967025,Sleeping Dog,0.6164383561643836,0.6164383561643836,0.0
12359,2011-10-13 12:47:00,2009-12-05 13:32:00,10,8935.939,2752,305,9,Cyprus,57,676,893.5939453125,0.4437869822485207,0,4,5,5,14,Champions,0.7469388344516696,0.9019391161251836,2245.5378635909437,0.0147717377249155,4.782555123879302e-13,8.44549238726762,2011-04-13 13:38:00,47,0,1,0.9019391161251836,2245.5378635909437,0.0147717377249155,4.782555123879302e-13,0.39689762127787964,1.3203545240377683,-0.015283585,0.98409134,0.9993749,Sleeping Dog,1.331360946745562,1.331360946745562,0.0
12360,2011-10-18 15:22:00,2010-02-22 09:32:00,6,3612.8901,2443,159,8,Austria,51,603,602.1483561197916,0.2985074626865671,0,4,4,5,13,Champions,0.7763816053431808,0.9527574487993202,1581.4072918708189,0.0099462557289354,6.394369883969972e-13,1.267564203269186,2011-05-23 09:43:00,7,0,1,0.9527574487993202,1581.4072918708189,0.0099462557289354,6.394369883969972e-13,0.34927944595300525,1.2237341348006383,-0.016492248,0.9764339,0.9929261,Sleeping Dog,0.8955223880597015,0.8955223880597015,0.0
12361,2011-02-25 13:51:00,2010-01-26 14:37:00,4,451.25,231,17,3,Belgium,286,394,112.8125,0.3045685279187817,0,2,3,2,7,At Risk,0.3819091969980196,0.9052250978307902,489.0345422730204,0.0101273956547752,3.645755921124418e-12,1.3817804705602383,2011-02-25 13:51:00,94,1,0,0.9052250978307902,489.0345422730204,0.0101273956547752,3.645755921124418e-12,0.3094637743507702,0.6582064289225328,-0.5467444,0.062390897,0.6091353,Lost Cause,0.9137055837563451,0.9137055837563451,0.0
12362,2011-12-06 15:40:00,2011-02-17 10:30:00,10,4737.23,2197,200,10,Belgium,2,292,473.722998046875,1.0273972602739727,0,5,5,5,15,Champions,0.7799518354203565,,,0.0247180149314196,0.0033565294020288,0.0033565294388217,2011-04-28 09:12:00,32,0,1,0.9202453727086484,0.0,0.0247180149314196,0.0033565294020288,0.3108670545791328,1.155522979266895,-0.26393765,0.7288944,0.99283206,Lost Cause,3.0821917808219177,3.0821917808219177,0.0
12363,2011-08-22 10:18:00,2011-04-11 13:29:00,2,552.0,408,23,6,Unspecified,109,132,276.0,0.4545454545454545,0,3,2,2,7,Potential Loyal,0.6417745092083742,,,,,,2011-04-11 13:29:00,49,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.21758614971195636,1.0177592765139982,-0.44663072,0.1229242,0.5695549,Lost Cause,1.3636363636363638,1.3636363636363638,0.0
12364,2011-12-02 10:22:00,2011-08-19 15:24:00,4,1208.1,1499,69,7,Belgium,7,104,302.0249938964844,1.1538461538461535,0,5,3,3,11,Loyal,0.6722765277144377,,,0.0381714798922034,5.827020358706893e-13,1.4586688323989256,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0381714798922034,5.827020358706893e-13,0.1748835300107357,0.9650867279549661,-0.59568137,0.39555264,0.991234,Lost Cause,3.4615384615384617,3.4615384615384617,0.0
12365,2011-02-21 13:51:00,2011-02-21 13:51:00,1,320.69,173,21,5,Cyprus,290,0,320.69000244140625,1.0,0,2,1,2,5,Lost,0.5356489909093493,,,,,,2011-02-21 13:51:00,98,1,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.12000683578241768,1.697328693555571,-0.4441592,0.019630339,0.46378955,Lost Cause,90.0,90.0,0.0
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,500.24002,296,3,3,Cyprus,633,0,500.2400207519531,1.0,0,1,1,2,4,Lost,0.4768067650093767,,,,,,2010-03-16 10:28:00,440,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.12033303575603967,0.9052391263642461,-0.56747323,0.008036677,0.5755099,Lost Cause,90.0,90.0,0.0
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,150.90001,172,10,4,Denmark,3,0,150.90000915527344,1.0,0,5,1,1,7,Loyal,0.4042577604855154,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.12083000595513212,0.9057508327144431,-0.49152857,0.021505293,0.51303387,Lost Cause,90.0,90.0,0.0
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,917.7,330,18,5,Cyprus,627,0,917.7000122070312,1.0,0,1,1,3,5,Lost,0.5897806592511319,,,,,,2010-03-21 15:56:00,435,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.11663929950530874,0.901453906380202,-0.30754775,0.03437634,0.3419241,Lost Cause,90.0,90.0,0.0
12369,2010-10-22 13:13:00,2010-03-08 08:09:00,3,1511.15,1234,89,9,Austria,412,228,503.7166748046875,0.3947368421052631,0,1,3,4,8,At Risk,0.8112568815664521,0.6948614189884613,797.9844791513561,0.0131457234600571,1.4537812289363997e-15,8.290688366152558,2010-10-22 13:13:00,220,0,0,0.6948614189884613,797.9844791513561,0.0131457234600571,1.4537812289363997e-15,0.3161166323543714,1.1643929241108824,0.14022359,0.16716382,0.026940227,Persuadable,1.1842105263157894,1.1842105263157894,83.6442968130249
12370,2011-10-19 14:51:00,2010-02-09 09:41:00,7,3960.31,2596,167,9,Cyprus,50,617,565.7585797991071,0.3403565640194489,0,4,4,5,13,Champions,0.6209712063116933,0.9226671323043176,1860.3944092798151,0.0097393108558348,2.326467076780621,14.117647877390532,2011-03-10 12:48:00,81,1,1,0.9226671323043176,1860.3944092798151,0.0097393108558348,2.326467076780621,0.35656513655767014,0.5712590068753521,-0.023335874,0.9751831,0.998519,Sleeping Dog,1.0210696920583469,1.0210696920583469,0.0
12371,2011-10-11 10:43:00,2010-03-04 18:23:00,4,3347.38,1418,133,9,Switzerland,59,585,836.844970703125,0.2051282051282051,0,3,3,5,11,Potential Loyal,0.6824359446568506,,,0.0051223451922729,239.98607338442952,720.0000020881494,2010-10-26 13:37:00,216,0,1,0.9202453727086484,0.0,0.0051223451922729,239.98607338442952,0.3168739265291496,1.1656837370557052,-0.03544432,0.96324337,0.9986877,Sleeping Dog,0.6153846153846154,0.6153846153846154,0.0
12372,2011-09-29 12:12:00,2011-02-16 12:46:00,3,1196.04,788,33,5,Denmark,71,224,398.6800130208333,0.4017857142857143,0,3,3,3,9,Potential Loyal,0.5494911433343241,,,0.0133347412276165,1.363940974687014e-12,4.271896233839048,2011-05-11 10:43:00,19,0,1,0.9202453727086484,0.0,0.0133347412276165,1.363940974687014e-12,0.30336943726399673,1.143086446101651,0.046389878,0.9750162,0.9286263,Sure-Thing,1.2053571428571428,1.2053571428571428,22.292739342096215
12373,2011-02-01 13:10:00,2010-02-04 12:08:00,3,927.65,511,35,4,Austria,310,362,309.2166748046875,0.2486187845303867,0,2,3,3,8,At Risk,0.4143025664363927,0.8651705105852093,601.8367426140181,0.0082863042659274,9.934154522247816e-14,0.689717093800188,2011-02-01 13:10:00,118,1,0,0.8651705105852093,601.8367426140181,0.0082863042659274,9.934154522247816e-14,0.3430692393841853,0.5937315923804115,-0.072619915,0.058930468,0.13155039,Lost Cause,0.7458563535911602,0.7458563535911602,0.0
12374,2011-11-14 15:37:00,2010-04-30 14:01:00,3,2669.22,1354,78,7,Austria,24,563,889.739990234375,0.1598579040852575,0,4,3,4,11,Loyal,0.605799571630189,,,0.0053279627456126,4.254008420947682e-12,0.4368947605641647,2010-10-14 10:16:00,228,0,1,0.9202453727086484,0.0,0.0053279627456126,4.254008420947682e-12,0.3403695913761516,1.2072047373695032,-0.016085207,0.98220646,0.9982917,Sleeping Dog,0.47957371225577267,0.47957371225577267,0.0
12375,2011-11-29 10:36:00,2011-09-02 14:23:00,2,377.5,176,13,2,Finland,10,87,188.75,0.6896551724137931,0,5,2,2,9,Loyal,0.1323017760673159,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.2291773553598576,1.0330637789908819,-0.34603828,0.16997303,0.5160113,Lost Cause,2.0689655172413794,2.0689655172413794,0.0
12376,2010-11-15 12:15:00,2010-10-18 08:42:00,2,383.15,237,10,4,Switzerland,389,28,191.5749969482422,2.0,0,2,2,2,6,Lost,0.4224932129253638,,,,,,2010-11-15 12:15:00,196,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.07440445627525756,0.8603206439382998,-0.56764966,0.024308337,0.591958,Lost Cause,6.428571428571428,6.428571428571428,0.0
12377,2011-01-28 15:45:00,2010-04-29 15:34:00,4,3266.32,2101,128,10,Switzerland,314,274,816.5800170898438,0.437956204379562,0,2,3,5,10,At Risk,0.7572911203058058,0.8529209401878195,1554.792965923128,0.0145981295056141,2.2616208826941884e-12,8.948596843149815,2011-01-28 15:45:00,122,1,0,0.8529209401878195,1554.792965923128,0.0145981295056141,2.2616208826941884e-12,0.2871948452710288,0.7092433905075266,-0.3998987,0.17657708,0.5764758,Lost Cause,1.313868613138686,1.313868613138686,0.0
12378,2011-08-02 10:34:00,2010-05-26 14:07:00,2,5416.32,3316,281,10,Switzerland,129,432,2708.159912109375,0.1388888888888889,0,3,2,5,10,Potential Loyal,0.7167224815655612,,,,,,2010-05-26 14:07:00,369,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.24688500819152598,1.0573537412812541,-0.27597278,0.6745945,0.9505673,Lost Cause,0.41666666666666663,0.41666666666666663,0.0
12379,2011-09-19 10:09:00,2010-06-23 12:49:00,4,1470.22,805,57,7,Belgium,81,452,367.5549926757813,0.2654867256637168,0,3,3,4,10,Potential Loyal,0.7505538337438619,,,0.0088321967129678,3.933929698806317e-12,2.4607255925877105,2010-10-13 14:46:00,229,0,1,0.9202453727086484,0.0,0.0088321967129678,3.933929698806317e-12,0.3140472520022109,1.1608801867592453,-0.04280722,0.9536085,0.99641573,Sleeping Dog,0.7964601769911505,0.7964601769911505,0.0
12380,2011-11-18 11:27:00,2010-02-15 12:05:00,8,7210.65,3314,154,9,Belgium,21,640,901.3312377929688,0.375,0,4,4,5,13,Champions,0.6731475591686009,0.58126296348408,1406.0238866911502,0.0109233634314373,18.67160680767558,130.90909871263602,2010-11-23 12:06:00,188,0,1,0.58126296348408,1406.0238866911502,0.0109233634314373,18.67160680767558,0.41724043370746544,1.366445100626557,-0.0031318069,0.9957105,0.9988423,Sleeping Dog,1.125,1.125,0.0
12381,2011-12-05 12:44:00,2011-08-12 09:57:00,3,1474.81,797,69,8,Norway,4,115,491.6033528645833,0.7826086956521738,0,5,3,4,12,Loyal,0.7383583635896318,,,0.0260606791097543,7.474503019166204e-12,2.6259432910225025,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0260606791097543,7.474503019166204e-12,0.2368609214379383,1.0434650466388504,-0.5194682,0.46292394,0.98239213,Lost Cause,2.3478260869565215,2.3478260869565215,0.0
12383,2011-06-08 08:02:00,2010-12-22 14:28:00,5,1628.56,1518,83,7,Belgium,184,167,325.71201171875,0.8982035928143713,0,3,4,4,11,Potential Loyal,0.6375134775845883,0.898585312200751,1768.7291752595518,0.029809452223791,2.6109059057963525e-12,0.919821361636432,2011-04-15 14:10:00,45,0,1,0.898585312200751,1768.7291752595518,0.029809452223791,2.6109059057963525e-12,0.25803377179909914,1.0732415087605254,-0.8824837,0.039906755,0.92239046,Lost Cause,2.694610778443114,2.694610778443114,0.0
12384,2011-11-11 08:39:00,2011-08-10 11:23:00,2,425.27,122,25,5,Switzerland,28,92,212.634994506836,0.6521739130434783,0,4,2,2,8,Loyal,0.6197723944714283,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.1930141092260014,0.9867693640094909,-0.4522798,0.16812146,0.62040126,Lost Cause,1.9565217391304348,1.9565217391304348,0.0
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1668.4,594,64,5,Belgium,378,0,1668.4000244140625,1.0,0,2,1,4,7,Lost,0.5121923267356179,,,,,,2010-11-25 15:14:00,186,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.11784534294094083,0.9026863349091623,-0.28813004,0.060438134,0.34856817,Lost Cause,90.0,90.0,0.0
12386,2011-01-06 12:37:00,2010-12-08 09:53:00,2,660.8,568,10,3,Australia,337,29,330.3999938964844,2.0,0,2,2,3,7,Lost,0.2799948885406016,,,,,,2011-01-06 12:37:00,144,1,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.08469081448187298,2.405113789995567,-0.6264391,0.04159227,0.66803133,Lost Cause,6.206896551724138,6.206896551724138,0.0
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,134,9,5,Australia,414,0,143.94000244140625,1.0,0,1,1,1,3,Lost,0.4758589795084825,,,,,,2010-10-20 16:27:00,222,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.117129354864538,0.9019542767576224,-0.47238243,0.026910113,0.49929255,Lost Cause,90.0,90.0,0.0
12388,2011-11-24 12:30:00,2010-05-06 12:54:00,8,3901.1099,2001,83,7,Australia,15,566,487.63873291015625,0.4240282685512367,0,5,4,5,14,Champions,0.7153654850642586,0.909031019889887,1251.0410732908954,0.014109762244026,5.173235161978551e-14,160.51280773018942,2011-03-09 15:47:00,82,1,1,0.909031019889887,1251.0410732908954,0.014109762244026,5.173235161978551e-14,0.34112832242194085,0.5971097455354761,-0.011989713,0.9873647,0.9993544,Sleeping Dog,1.2720848056537102,1.2720848056537102,0.0
12389,2010-11-02 11:52:00,2010-02-22 10:15:00,3,1433.33,614,41,7,Australia,402,253,477.7766520182292,0.3557312252964427,0,2,3,4,9,At Risk,0.6136390977905738,0.7303593396992217,849.8630795825161,0.0118545454982085,1.7986672703052832e-12,2.4973835289299933,2010-11-02 11:52:00,209,0,0,0.7303593396992217,849.8630795825161,0.0118545454982085,1.7986672703052832e-12,0.33837792295074903,1.203570711780245,0.15600993,0.16540456,0.009394632,Persuadable,1.067193675889328,1.067193675889328,79.54637633817823
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,504.84,350,31,6,Belgium,79,0,504.8399963378906,1.0,0,3,1,2,6,Potential Loyal,0.6343861322760068,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.11205174707495132,0.8967965774813087,-0.65322626,0.004105694,0.65733194,Lost Cause,90.0,90.0,0.0
12391,2011-11-18 12:07:00,2010-02-15 10:12:00,6,2773.42,1220,241,9,Cyprus,21,641,462.2366536458333,0.2808112324492979,0,4,4,4,12,Loyal,0.8387273553121166,0.5208018151610447,689.0046438527081,0.0077994551271586,287.9788101338985,1440.0000178470927,2010-09-01 12:38:00,271,0,1,0.5208018151610447,689.0046438527081,0.0077994551271586,287.9788101338985,0.38450897973035747,1.2937783460347372,-0.007414818,0.9902022,0.997617,Sleeping Dog,0.842433697347894,0.842433697347894,0.0
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75,73,7,2,Australia,590,0,234.75,1.0,0,1,1,1,3,Lost,0.0744430441594016,,,,,,2010-04-27 14:04:00,398,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.1382752989527381,0.924087418215968,-0.45635352,0.02059876,0.47695228,Lost Cause,90.0,90.0,0.0
12393,2011-09-28 15:41:00,2010-10-07 13:49:00,6,2399.45,1311,63,9,Australia,71,356,399.9083251953125,0.5056179775280899,0,3,4,4,11,Potential Loyal,0.5146045930369141,0.915690474175818,1921.605519403149,0.0159096354651488,0.0217786895536858,0.3251217188598301,2011-04-08 09:45:00,52,0,1,0.915690474175818,1921.605519403149,0.0159096354651488,0.0217786895536858,0.32825102260120115,1.1854263735349826,-0.6864408,0.27049005,0.9569309,Lost Cause,1.5168539325842696,1.5168539325842696,0.0
12394,2011-10-07 08:08:00,2011-05-06 14:01:00,2,1080.48,808,25,3,Belgium,63,153,540.239990234375,0.3921568627450981,0,3,2,3,8,Potential Loyal,0.1924587363685432,,,,,,2011-05-06 14:01:00,24,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.2797694233213858,1.105630585521538,0.16596407,0.5218327,0.35586864,Persuadable,1.1764705882352942,1.1764705882352942,105.48285403030391
12395,2011-11-20 15:21:00,2010-04-16 10:16:00,15,4551.27,3701,144,8,Belgium,18,583,303.4180013020833,0.7718696397941681,0,5,5,5,15,Champions,0.69398445261605,0.9744503133176704,1754.776981691184,0.024008264902008,34.220454281688234,479.9999900150667,2011-05-12 10:15:00,18,0,1,0.9744503133176704,1754.776981691184,0.024008264902008,34.220454281688234,0.2929672675800232,1.1262688666168914,-0.023452044,0.9723406,0.9957926,Sleeping Dog,2.3156089193825045,2.3156089193825045,0.0
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,591,65,7,RSA,673,0,931.4299926757812,1.0,0,1,1,3,5,Lost,0.7578249438886578,,,,,,2010-02-03 13:22:00,481,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.10793655588274995,0.8926595518009218,-0.39636603,0.017649803,0.41401583,Lost Cause,90.0,90.0,0.0
12397,2011-11-04 09:52:00,2011-07-27 14:21:00,2,2214.9,1250,109,9,Belgium,35,99,1107.449951171875,0.6060606060606061,0,4,2,4,10,Loyal,0.7023124132551336,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.20336592016672145,0.9995918758212611,-0.1261304,0.47759748,0.6037279,Lost Cause,1.8181818181818183,1.8181818181818183,0.0
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1435.66,1389,84,8,Switzerland,45,0,1435.6600341796875,1.0,0,4,1,4,9,Loyal,0.7065181773814637,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.11136078619392013,0.8960992738471056,-0.5072586,0.030866275,0.53812486,Lost Cause,90.0,90.0,0.0
12399,2011-08-12 13:15:00,2010-03-05 08:45:00,7,1842.3,2190,66,9,Belgium,118,525,263.1857212611607,0.4,0,3,4,4,11,Potential Loyal,0.7007206316496102,0.9578415319075696,1129.0194831551137,0.0133285735357012,8.831047929326472e-14,4.25868792828031,2011-05-10 10:22:00,20,0,1,0.9578415319075696,1129.0194831551137,0.0133285735357012,8.831047929326472e-14,0.32304486494500967,1.1763097921385963,0.038840413,0.9844184,0.945578,Sure-Thing,1.2000000000000002,1.2000000000000002,12.266690560934203
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,91,11,4,Australia,413,0,205.25,1.0,0,1,1,1,3,Lost,0.5467872423311761,,,,,,2010-10-21 13:45:00,221,0,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.11254068478585122,0.8972906594726964,-0.45006287,0.03268082,0.48274368,Lost Cause,90.0,90.0,0.0
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,69.299995,10,4,2,Belgium,302,0,69.29999542236328,1.0,0,2,1,1,4,Lost,0.2652949955741215,,,,,,2011-02-09 13:50:00,110,1,0,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.12989527314584998,1.5681174600372028,-0.31311506,0.023438895,0.33655396,Lost Cause,90.0,90.0,0.0
12402,2011-01-20 13:49:00,2010-02-07 12:41:00,6,1136.9,576,42,5,Belgium,322,347,189.4833374023437,0.5187319884726225,0,2,4,3,9,At Risk,0.5070694674185031,0.865375406428341,770.3677732977155,0.0172887142846268,2.0211284351652106e-13,1.9079795678374,2011-01-20 13:49:00,130,1,0,0.865375406428341,770.3677732977155,0.0172887142846268,2.0211284351652106e-13,0.33525641541018636,0.6075679284081495,-0.6178392,0.29379305,0.9116323,Lost Cause,1.5561959654178676,1.5561959654178676,0.0
12403,2011-10-21 10:51:00,2010-07-06 11:39:00,2,947.36,256,4,2,Denmark,49,471,473.6799926757813,0.1273885350318471,0,4,2,3,9,Loyal,0.0198422152618799,,,,,,2010-07-06 11:39:00,328,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.33757709756696924,1.2021156745621364,-0.2028628,0.63428444,0.83714724,Lost Cause,0.38216560509554137,0.38216560509554137,0.0
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1390.39,849,53,7,Finland,148,0,1390.3900146484375,1.0,0,3,1,4,8,Potential Loyal,0.5284584815098758,,,,,,2009-12-01 00:00:00,546,0,1,0.9202453727086484,0.0,0.0158648860999588,1.489627223352277e-11,0.12134215245644824,0.9062787710027491,-0.32037506,0.053652156,0.37402722,Lost Cause,90.0,90.0,0.0
