CustomerID,LastPurchase,FirstPurchase,NumTransactions,TotalSpend,TotalItems,UniqueProducts,UniqueCategories,PrimaryCountry,Recency,CustomerLifespan,AOV,PurchaseFreqPerMonth,IsUK,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment,behavioral_entropy,p_alive,predicted_clv_12m,mu,alpha,beta
12384,2011-11-11 08:39:00,2011-08-10 11:23:00,2,425.27,122,25,5,Switzerland,28,92,212.63499450683597,0.6521739130434783,0,4,2,2,8,Loyal,0.6197723944714283,,,,,
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1668.4,594,64,5,Belgium,378,0,1668.4000244140625,1.0,0,2,1,4,7,Lost,0.5121923267356179,,,,,
12386,2011-01-06 12:37:00,2010-12-08 09:53:00,2,660.8,568,10,3,Australia,337,29,330.3999938964844,2.0,0,2,2,3,7,Lost,0.2799948885406016,,,,,
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,134,9,5,Australia,414,0,143.94000244140625,1.0,0,1,1,1,3,Lost,0.4758589795084825,,,,,
12388,2011-11-24 12:30:00,2010-05-06 12:54:00,8,3901.1099,2001,83,7,Australia,15,566,487.63873291015625,0.4240282685512367,0,5,4,5,14,Champions,0.7153654850642586,0.909031019889887,1251.0410732908954,0.014109762244026072,5.1732351619785506e-14,160.51280773018942
12389,2010-11-02 11:52:00,2010-02-22 10:15:00,3,1433.33,614,41,7,Australia,402,253,477.7766520182292,0.3557312252964427,0,2,3,4,9,At Risk,0.6136390977905738,0.7303593396992217,849.8630795825161,0.011854545498208535,1.7986672703052832e-12,2.4973835289299933
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,504.84,350,31,6,Belgium,79,0,504.8399963378906,1.0,0,3,1,2,6,Potential Loyal,0.6343861322760068,,,,,
12391,2011-11-18 12:07:00,2010-02-15 10:12:00,6,2773.42,1220,241,9,Cyprus,21,641,462.2366536458333,0.2808112324492979,0,4,4,4,12,Loyal,0.8387273553121166,0.5208018151610447,689.0046438527081,0.0077994551271586745,287.97881013389855,1440.0000178470927
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75,73,7,2,Australia,590,0,234.75,1.0,0,1,1,1,3,Lost,0.0744430441594016,,,,,
12393,2011-09-28 15:41:00,2010-10-07 13:49:00,6,2399.45,1311,63,9,Australia,71,356,399.9083251953125,0.5056179775280899,0,3,4,4,11,Potential Loyal,0.5146045930369141,0.9156904741758181,1921.605519403149,0.01590963546514882,0.021778689553685844,0.3251217188598301
12394,2011-10-07 08:08:00,2011-05-06 14:01:00,2,1080.48,808,25,3,Belgium,63,153,540.239990234375,0.3921568627450981,0,3,2,3,8,Potential Loyal,0.1924587363685432,,,,,
12395,2011-11-20 15:21:00,2010-04-16 10:16:00,15,4551.27,3701,144,8,Belgium,18,583,303.4180013020833,0.7718696397941681,0,5,5,5,15,Champions,0.69398445261605,0.9744503133176705,1754.776981691184,0.02400826490200804,34.220454281688234,479.9999900150667
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,591,65,7,RSA,673,0,931.4299926757812,1.0,0,1,1,3,5,Lost,0.7578249438886578,,,,,
12397,2011-11-04 09:52:00,2011-07-27 14:21:00,2,2214.9,1250,109,9,Belgium,35,99,1107.449951171875,0.6060606060606061,0,4,2,4,10,Loyal,0.7023124132551336,,,,,
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1435.66,1389,84,8,Switzerland,45,0,1435.6600341796875,1.0,0,4,1,4,9,Loyal,0.7065181773814637,,,,,
12399,2011-08-12 13:15:00,2010-03-05 08:45:00,7,1842.3,2190,66,9,Belgium,118,525,263.1857212611607,0.4,0,3,4,4,11,Potential Loyal,0.7007206316496102,0.9578415319075696,1129.0194831551137,0.01332857353570121,8.831047929326471e-14,4.25868792828031
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,91,11,4,Australia,413,0,205.25,1.0,0,1,1,1,3,Lost,0.5467872423311761,,,,,
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,69.299995,10,4,2,Belgium,302,0,69.29999542236328,1.0,0,2,1,1,4,Lost,0.2652949955741215,,,,,
12402,2011-01-20 13:49:00,2010-02-07 12:41:00,6,1136.9,576,42,5,Belgium,322,347,189.48333740234372,0.5187319884726225,0,2,4,3,9,At Risk,0.5070694674185031,0.865375406428341,770.3677732977155,0.01728871428462686,2.0211284351652106e-13,1.9079795678373996
12403,2011-10-21 10:51:00,2010-07-06 11:39:00,2,947.36,256,4,2,Denmark,49,471,473.6799926757813,0.1273885350318471,0,4,2,3,9,Loyal,0.0198422152618799,,,,,
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1390.39,849,53,7,Finland,148,0,1390.3900146484375,1.0,0,3,1,4,8,Potential Loyal,0.5284584815098758,,,,,
12406,2011-11-17 19:22:00,2010-01-11 14:04:00,5,6390.36,3416,114,10,Denmark,21,675,1278.07197265625,0.2222222222222222,0,4,4,5,13,Champions,0.6613038540894793,0.7628321192464411,1206.181989905409,0.0074049850492918946,1.8742904903459818e-13,4.523558831983802
12407,2011-10-21 10:11:00,2011-03-20 13:21:00,5,1507.12,1403,56,6,Belgium,49,214,301.4239990234375,0.7009345794392523,0,4,4,4,12,Loyal,0.4551487074910794,,,0.023270052553293223,1.178106656027885e-12,2.0091401330551895
12408,2011-11-07 12:27:00,2010-07-29 13:27:00,8,3905.77,2200,103,10,Belgium,32,465,488.2212524414063,0.5161290322580645,0,4,4,5,13,Champions,0.6934941501781271,0.9024911583177566,1844.6110429704108,0.015023228487936455,205.67343771833475,1439.9999112586179
12409,2011-09-22 10:38:00,2010-05-23 15:21:00,7,23419.29,13143,177,10,Switzerland,78,486,3345.612723214286,0.4320987654320988,0,3,4,5,12,Potential Loyal,0.8442439449724075,0.5140004454014454,2295.3124093071506,0.012662790122942389,0.16399781940514674,1.100348817383187
12410,2011-02-04 10:39:00,2010-07-25 13:26:00,3,773.71,335,35,7,Switzerland,308,193,257.90334065755206,0.466321243523316,0,2,3,3,8,At Risk,0.6275732662014463,,,0.010315604216252069,719.9777471697583,1105.9762198972435
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,138,22,6,Australia,409,0,346.8999938964844,1.0,0,1,1,2,4,Lost,0.6083428183913164,,,,,
12412,2011-09-26 10:16:00,2010-06-18 13:22:00,6,2404.93,1986,81,8,Denmark,74,464,400.8216552734375,0.3879310344827586,0,3,4,4,11,Potential Loyal,0.6484418031099212,0.6000740664690141,560.5110918043036,0.012906811089175563,4.743704320005677e-14,49.16818061255107
12413,2011-10-04 09:00:00,2010-11-02 13:26:00,4,871.45,313,40,5,France,66,335,217.8625030517578,0.3582089552238806,0,3,3,3,9,Potential Loyal,0.6282288298930953,0.8948412358894452,1052.5466985858388,0.011911316840785127,1.6189388268738373e-10,2.6032700683165206
12414,2011-05-06 14:51:00,2010-09-02 12:22:00,4,532.41,489,19,6,Austria,216,246,133.1024932861328,0.4878048780487805,0,2,3,2,7,At Risk,0.6857339189837522,0.9396953070137141,855.5621353814627,0.016253329734274,3.906239392515883e-14,7.2000134084794745
12415,2011-11-15 14:22:00,2010-06-30 08:30:00,24,144003.38,91419,495,10,Australia,23,503,6000.140625,1.4314115308151094,0,4,5,5,14,Champions,0.7845779164436185,0.9790531234561668,50107.30202658014,0.03976317498138792,53.564484832691036,394.19859470054246
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,132,11,3,Australia,656,0,202.55999755859372,1.0,0,1,1,1,3,Lost,0.3298672408615423,,,,,
12417,2011-12-06 14:52:00,2009-12-06 10:30:00,20,6017.91,2841,269,10,Belgium,2,730,300.8955078125,0.8219178082191781,0,5,5,5,15,Champions,0.7215774917916923,0.9765672619464593,2175.95092756503,0.02739043829738149,5.405017903593463e-14,1.6913632905739282
12418,2011-08-19 11:08:00,2010-03-19 14:47:00,4,2021.2,1088,90,10,Switzerland,112,517,505.2999877929688,0.2321083172147001,0,3,3,4,10,Potential Loyal,0.7550689605069322,0.6843376381005866,712.2177810914488,0.007724277276543238,4.2313542655621157e-13,4.61774901562549
12419,2010-11-19 10:04:00,2010-10-22 10:40:00,2,391.01,227,22,6,Spain,385,27,195.5050048828125,2.0,0,2,2,2,6,Lost,0.7242673333686828,,,,,
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,345,29,5,Cyprus,63,0,600.3900146484375,1.0,0,3,1,2,6,Potential Loyal,0.5871338440005952,,,,,
12421,2011-11-24 09:07:00,2010-07-22 13:57:00,6,874.6,644,43,7,Spain,15,489,145.76666259765625,0.3680981595092024,0,5,4,3,12,Loyal,0.6449816164242611,0.7966717742215267,588.435835949568,0.012249932284872974,6.087561609316326e-14,17.460188841570208
12422,2011-09-05 09:48:00,2009-12-18 12:44:00,12,3639.35,2579,135,9,Switzerland,95,625,303.2791748046875,0.5760000000000001,0,3,5,5,13,Champions,0.6074984342846523,0.8377360647146125,1630.4440677951204,0.01917307791417977,1.2885406992157697e-14,0.3915117690223432
12423,2011-12-09 10:10:00,2010-08-31 09:31:00,10,2301.39,1772,127,8,Belgium,0,465,230.1389892578125,0.6451612903225806,0,5,5,4,14,Champions,0.7831882188225855,0.9723099033168039,1856.62671271585,0.021504105828286994,1.3523178972536711e-13,0.08262969414594681
12424,2011-06-30 12:06:00,2010-06-09 15:15:00,4,3340.03,2025,78,8,Australia,162,385,835.0075073242188,0.3116883116883117,0,3,3,5,11,Potential Loyal,0.7471259328900904,,,0.00777466117849876,1.0167302873236207e-12,0.40894407437243474
12425,2011-09-22 17:31:00,2010-09-17 14:10:00,2,1741.41,1147,87,8,Portugal,77,370,870.7050170898438,0.1621621621621621,0,3,2,4,9,Potential Loyal,0.7811979325871863,,,,,
12426,2011-05-29 12:26:00,2010-02-15 08:41:00,2,1201.21,576,72,7,Germany,194,468,600.60498046875,0.1282051282051282,0,2,2,3,7,Lost,0.6062979026476754,,,,,
12427,2011-11-18 08:56:00,2010-12-03 10:44:00,3,949.3,602,25,7,Germany,21,349,316.43332926432294,0.2578796561604584,0,4,3,3,10,Loyal,0.5325404833474049,,,0.008573257353499474,1.4320077224322116e-13,0.37678608571538585
12428,2011-11-14 08:22:00,2011-03-01 09:33:00,8,6405.26,3509,256,10,Finland,25,257,800.657470703125,0.933852140077821,0,4,4,5,13,Champions,0.7438778543972437,0.8469781497196912,1764.711243526728,0.02713974959534808,102.78337657389986,720.0000385241232
12429,2011-11-30 17:22:00,2010-06-11 13:28:00,8,6979.91,3317,123,9,Denmark,8,537,872.48876953125,0.446927374301676,0,5,4,5,14,Champions,0.7823112782086314,0.936926855992792,3033.9215191508847,0.011170424058569243,205.68795597602542,720.0277056783752
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,216.4,116,10,3,Norway,42,0,216.3999938964844,1.0,0,4,1,1,6,Loyal,0.4089293246341955,,,,,
12431,2011-11-04 11:55:00,2010-01-15 09:04:00,25,10527.97,4695,243,9,Australia,35,658,421.1187890625,1.1398176291793314,0,4,5,5,14,Champions,0.7695611471225532,0.988347908857704,3657.427081964136,0.036470092971151925,59.900865716706576,1440.0000369224858
12432,2011-10-28 11:43:00,2011-06-20 13:27:00,4,4269.32,1728,104,9,Norway,42,129,1067.3299560546875,0.9302325581395348,0,4,3,5,12,Loyal,0.629103930300466,,,0.015394683866090187,375.0645151201661,495.90487501336105
12433,2011-12-09 10:02:00,2010-08-20 09:23:00,10,20581.26,17116,285,10,Norway,0,476,2058.1259765625,0.6302521008403361,0,5,5,5,15,Champions,0.5956032290880064,0.5024692581553925,5001.59710791841,0.018954455898987553,2.1127901967800984,18.62938065548416
12434,2011-09-16 12:38:00,2010-11-23 13:38:00,3,1103.43,532,62,7,Australia,84,296,367.8100179036458,0.304054054054054,0,3,3,3,9,Potential Loyal,0.6780236957560458,,,0.010102428591595738,9.062357615090006e-15,0.18030542852881398
12435,2011-09-21 09:06:00,2009-12-02 13:58:00,6,13925.93,4958,88,10,Denmark,79,657,2320.98828125,0.273972602739726,0,3,4,5,12,Potential Loyal,0.7875985650111681,0.9338052944379727,4831.114874752624,0.00912126633144368,6.755926829957141e-11,2.487634198748987
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,429.01,209,15,3,Norway,99,0,429.010009765625,1.0,0,3,1,2,6,Potential Loyal,0.2098368609972679,,,,,
12437,2011-12-08 11:35:00,2009-12-02 16:24:00,38,11282.4,7922,272,9,France,1,735,296.9052734375,1.5510204081632653,0,5,5,5,15,Champions,0.7424076989549105,0.9922977287282702,4319.706571569521,0.04757183481286162,116.62746554031345,1440.00026758968
12438,2011-11-25 13:28:00,2011-07-22 13:29:00,2,2466.85,1169,83,9,Norway,13,125,1233.425048828125,0.48,0,5,2,4,11,Loyal,0.6885328185084573,,,,,
12439,2010-01-26 12:11:00,2009-12-14 08:40:00,2,1158.1799,484,69,9,Cyprus,682,43,579.0899658203125,1.3953488372093024,0,1,2,3,6,Lost,0.6815185186675331,,,,,
12440,2010-09-03 13:11:00,2009-12-22 12:03:00,2,739.2,328,20,2,Austria,461,255,369.6000061035156,0.2352941176470588,0,1,2,3,6,Lost,0.2525653889555806,,,,,
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,311.1,240,10,4,France,366,0,311.1000061035156,1.0,0,2,1,2,5,Lost,0.347795122998539,,,,,
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,144.06,181,11,4,Spain,2,0,144.05999755859375,1.0,0,5,1,1,7,Loyal,0.5206702963205636,,,,,
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,365.31,179,20,8,Norway,731,0,365.30999755859375,1.0,0,1,1,2,4,Lost,0.6154212798735543,,,,,
12444,2011-11-18 13:23:00,2011-06-21 14:00:00,5,4085.46,1130,137,10,Norway,20,149,817.0919921875,1.006711409395973,0,4,4,5,13,Champions,0.5816273836533993,,,0.03333903349310288,1.417714487188813e-12,0.7115195205468456
12445,2011-11-17 18:43:00,2010-10-15 12:28:00,2,378.98,204,23,4,Spain,21,398,189.4900054931641,0.1507537688442211,0,4,2,2,8,Loyal,0.568848895432737,,,,,
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.31,351,57,7,RSA,57,0,1002.3099975585938,1.0,0,4,1,3,8,Loyal,0.657435001288061,,,,,
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,431.49,187,25,3,Belgium,242,0,431.489990234375,1.0,0,2,1,2,5,Lost,0.3900535099884812,,,,,
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,365.45,240,21,6,Spain,43,0,365.4500122070313,1.0,0,4,1,2,7,Loyal,0.665560472203692,,,,,
12449,2011-11-17 13:46:00,2010-09-27 09:37:00,5,4274.89,2247,124,10,Belgium,21,416,854.97802734375,0.3605769230769231,0,4,4,5,13,Champions,0.8134133939626507,,,0.012014292316378171,1.0118905135956731e-11,0.6570767107837321
12450,2011-07-06 14:41:00,2010-08-22 13:11:00,5,688.2,442,31,5,Spain,155,318,137.64000244140624,0.4716981132075472,0,3,4,3,10,Potential Loyal,0.5229054203105152,0.4756962890934021,389.1677897934073,0.015720180020602492,9.654215975188785e-14,11.299905211669547
12451,2011-11-29 08:40:00,2010-06-28 12:58:00,8,12629.88,9358,351,10,Switzerland,10,518,1578.7349853515625,0.4633204633204633,0,5,4,5,14,Champions,0.7281089891214857,0.9418758398882437,5453.606241043515,0.013493164611977387,68.53474665944726,479.999986792379
12452,2011-11-23 08:05:00,2011-11-23 08:05:00,1,348.57,181,20,7,Switzerland,16,0,348.57000732421875,1.0,0,5,1,2,8,Loyal,0.7726372174678611,,,,,
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,473,43,8,Austria,133,0,707.0900268554688,1.0,0,3,1,3,7,Potential Loyal,0.7057340387623788,,,,,
12454,2011-10-14 17:13:00,2010-10-14 17:33:00,4,16459.78,7702,23,7,Spain,55,364,4114.94482421875,0.3296703296703296,0,4,3,5,12,Loyal,0.6246812098244071,0.33223993538747576,3056.1636009207214,0.007088517810897731,0.03665010697225625,0.07782537014437886
12455,2011-09-27 15:31:00,2009-12-18 12:33:00,9,5722.95,3295,198,9,Cyprus,72,648,635.8833550347222,0.4166666666666666,0,3,5,5,13,Champions,0.7392033779158053,0.9110019900738809,1997.7307166636797,0.01388624255004043,1.0233789210059392e-13,2.2747448181608068
12456,2011-10-26 14:41:00,2011-03-30 09:12:00,3,2581.04,1618,104,8,Switzerland,43,210,860.3466796875,0.4285714285714285,0,4,3,4,11,Loyal,0.7472815244284216,,,0.014270189026720174,2.7674337252697977e-15,54.34615257394561
12457,2011-10-04 13:13:00,2010-09-30 17:59:00,7,2555.91,1083,62,9,Switzerland,65,368,365.1299874441965,0.5706521739130435,0,3,4,4,11,Potential Loyal,0.7274100209356013,0.9229477034718843,1325.995180073706,0.010885914460755746,0.08631845655248233,0.17033062692454265
12458,2011-09-29 15:25:00,2010-08-09 10:33:00,4,1502.49,979,70,8,Switzerland,70,416,375.62249755859375,0.2884615384615384,0,3,3,4,10,Potential Loyal,0.8037765270173813,0.8500239927576498,968.8632650382725,0.009610707710843071,7.538422814241428e-12,2.548570041886518
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,398.36002,256,22,7,Spain,604,0,398.3600158691406,1.0,0,1,1,2,4,Lost,0.7481382085174574,,,,,
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,296.65,168,17,5,Belgium,455,0,296.6499938964844,1.0,0,1,1,2,4,Lost,0.5779835862095821,,,,,
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,626.88,282,34,7,Switzerland,154,0,626.8800048828125,1.0,0,3,1,3,7,Potential Loyal,0.6388916615694533,,,,,
12462,2011-11-21 09:11:00,2011-02-09 14:44:00,2,937.59,527,50,7,Spain,18,284,468.7950134277344,0.2112676056338028,0,5,2,3,10,Loyal,0.652805737261553,,,,,
12463,2011-10-17 13:44:00,2011-04-12 12:47:00,4,1200.78,768,64,9,Belgium,52,188,300.19500732421875,0.6382978723404256,0,4,3,3,10,Loyal,0.8194791278446752,,,0.021272125515136825,9.532377947964891e-15,0.30106341519614765
12464,2011-11-29 13:33:00,2011-02-03 13:30:00,8,957.05,95,5,2,Belgium,9,299,119.6312484741211,0.802675585284281,0,5,4,3,12,Loyal,0.1968977112421144,0.9277920547573826,1162.6243263229283,0.023412243105320217,205.65065191943407,1440.0000097227708
12465,2011-11-22 16:34:00,2011-06-23 13:37:00,2,682.19,475,45,7,Belgium,16,152,341.0950012207031,0.3947368421052631,0,5,2,3,10,Loyal,0.7277834090318291,,,,,
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,129,9,4,USA,422,0,132.8000030517578,1.0,0,1,1,1,3,Lost,0.3894009726747738,,,,,
