CustomerID,Recency,NumTransactions,TotalSpend,AOV,behavioral_entropy,IsUK,churned,duration,high_entropy
12548,165,1,67.200005,67.20000457763672,0.2442190502882155,0,1,165,0
12549,575,5,1570.68,314.1360107421875,0.591343256496972,0,1,575,0
12550,78,1,824.83,824.8300170898438,0.7259940499336865,0,0,78,1
12551,357,1,168.0,168.0,0.0,0,1,357,0
12552,39,1,317.82,317.82000732421875,0.6278235897899879,0,0,39,0
12553,7,12,4104.75,342.0625,0.7950910679236889,0,0,7,1
12554,448,1,384.5,384.5,0.7161331944937567,0,1,448,1
12556,49,2,603.71,301.8550109863281,0.7658671585702435,0,0,49,1
12557,15,8,18716.14,2339.517578125,0.3560328563250607,0,0,15,0
12558,7,1,269.96,269.9599914550781,0.4829551395799015,0,0,7,0
12559,310,2,525.71,262.8550109863281,0.5416061067034597,0,1,310,0
12560,4,2,1918.01,959.0050048828124,0.7670129613194061,0,0,4,1
12561,302,1,238.85,238.8500061035156,0.523088434718137,0,1,302,0
12562,7,9,4426.92,491.87999131944446,0.7467997943455176,0,0,7,1
12563,408,1,221.23999,221.239990234375,0.3702753674501709,0,1,408,0
12564,260,1,402.9,402.8999938964844,0.2324354454625595,0,1,260,0
12565,288,1,145.92,145.9199981689453,0.3712746059606044,0,1,288,0
12566,85,1,297.65,297.6499938964844,0.4685528821485968,0,0,85,0
12567,22,15,12467.86,831.1906901041667,0.7989534082013374,0,0,22,1
12568,644,1,52.0,52.0,0.486449878007293,0,1,644,0
12569,1,32,3152.69,98.52156066894533,0.5149425448908707,0,0,1,0
12571,39,2,519.61,259.80499267578125,0.7292349830226791,0,0,39,1
12572,8,2,912.42,456.2099914550781,0.734289932675145,0,0,8,1
12573,226,5,717.41003,143.4820068359375,0.7037961786826661,0,1,226,1
12574,315,1,182.45,182.4499969482422,0.4972251778001793,0,1,315,0
12575,456,2,568.82,284.4100036621094,0.569998871050961,0,1,456,0
12576,35,8,2062.72,257.8399963378906,0.7352243522000983,0,0,35,1
12577,34,8,1627.3,203.4125061035156,0.8336556163549871,0,0,34,1
12578,20,4,4026.45,1006.6124877929688,0.5698711029410013,0,0,20,0
12579,77,1,386.42,386.4200134277344,0.6884741708138914,0,0,77,1
12580,246,2,962.9,481.4500122070313,0.6066570444596985,0,1,246,0
12581,39,1,179.71,179.7100067138672,0.5603598816183915,0,0,39,0
12582,238,4,1820.4,455.1000061035156,0.6987522214212649,0,1,238,1
12583,2,27,13295.44,492.42371961805554,0.8089891237787256,0,0,2,1
12584,3,9,2254.15,250.46110026041663,0.5937660806527715,0,0,3,0
12585,233,2,1824.1,912.0499877929688,0.6891450039468384,0,1,233,1
12586,16,4,2062.67,515.66748046875,0.7526002318822111,0,0,16,1
12587,7,1,104.0,104.0,0.0,0,0,7,0
12588,38,3,718.78,239.59334309895837,0.4203088602100765,0,0,38,0
12589,28,6,3294.91,549.1516520182291,0.7086339948167282,0,0,28,1
12590,210,1,9341.26,9341.259765625,0.632139091720178,0,1,210,0
12591,316,3,1128.15,376.0500081380208,0.5824298513891601,0,1,316,0
12592,91,4,1723.64,430.9100036621094,0.4813341323588128,0,1,91,0
12593,108,3,382.1,127.36666870117188,0.5027389572852156,0,1,108,0
12594,37,14,4890.11,349.29356166294644,0.7267661443854205,0,0,37,1
12595,504,1,281.02,281.0199890136719,0.483899542522313,0,1,504,0
12596,50,2,450.27002,225.135009765625,0.5085917146574983,0,0,50,0
12597,18,4,3195.22,798.8049926757812,0.7997012700066962,0,0,18,1
12598,9,10,4192.09,419.208984375,0.746298834268921,0,0,9,1
12599,28,13,2026.72,155.90153620793268,0.6318463935985152,0,0,28,0
12600,28,20,4444.35,222.2175048828125,0.6323775086217639,0,0,28,0
12601,189,6,573.26,95.5433349609375,0.5860440151245396,0,1,189,0
12602,58,1,153.12,153.1199951171875,0.2158271435171632,0,0,58,0
12603,21,1,613.2,613.2000122070312,0.0,0,0,21,0
12604,78,2,236.18001,118.09000396728516,0.5513993130890393,0,0,78,0
12605,375,3,1124.9501,374.9833577473958,0.7603107100944673,0,1,375,1
12607,59,1,1579.51,1579.510009765625,0.7317873688047959,0,0,59,1
12608,404,1,415.79,415.7900085449219,0.4130928096385509,1,1,404,0
12609,77,9,3006.86,334.09556749131946,0.6158515703780632,0,0,77,0
12610,22,4,1747.54,436.885009765625,0.756535964759132,0,0,22,1
12611,51,1,1193.32,1193.3199462890625,0.6002703128388027,0,0,51,0
12612,73,1,668.04,668.0399780273438,0.2323055780778989,0,0,73,0
12613,56,9,6295.07,699.4522026909722,0.5752223071888988,0,0,56,0
12614,277,1,315.6,315.6000061035156,0.3885615954412666,0,1,277,0
12615,1,8,5362.98,670.3724975585938,0.7621338659311468,0,0,1,1
12616,94,3,1023.1,341.0333251953125,0.6685054691685045,0,1,94,1
12617,28,1,355.53,355.5299987792969,0.6077906219206382,0,0,28,0
12618,21,1,137.31,137.30999755859375,0.5310442008435147,0,0,21,0
12619,15,9,3085.7002,342.85557725694446,0.5673931063333355,0,0,15,0
12620,14,3,1303.41,434.4700113932292,0.8512475760412666,0,0,14,1
12621,1,35,22525.81,643.5945870535714,0.7866192749943371,0,0,1,1
12622,231,1,162.1,162.10000610351562,0.6558902071408438,0,1,231,0
12623,275,7,3315.84,473.69144112723217,0.6499905501155253,0,1,275,0
12624,105,2,569.13,284.56500244140625,0.604280285567148,0,1,105,0
12625,211,4,4678.88,1169.719970703125,0.771830538195636,0,1,211,1
12626,22,9,5954.48,661.60888671875,0.7728698470251602,0,0,22,1
12627,10,6,4082.53,680.4216715494791,0.7437991967171791,0,0,10,1
12628,3,3,732.46,244.1533406575521,0.8041421334765765,0,0,3,1
12629,385,2,1198.22,599.1099853515625,0.6422502664435458,0,1,385,0
12630,9,2,1030.88,515.4400024414062,0.7555698172929286,0,0,9,1
12631,56,6,3321.57,553.5950113932291,0.7247383707445719,0,0,56,1
12632,520,2,714.88,357.44000244140625,0.6628366837600523,0,1,520,1
12633,58,7,5156.16,736.5943080357143,0.7394530390293097,0,0,58,1
12634,547,1,360.0,360.0,0.5824961776365196,0,1,547,0
12635,89,4,2624.41,656.1024780273438,0.7951986573756896,0,0,89,1
12637,66,12,8142.31,678.5258382161459,0.7961117011902348,0,0,66,1
12638,32,2,681.49,340.7449951171875,0.7398936316252365,0,0,32,1
12639,238,3,1072.37,357.4566650390625,0.5968723148427588,0,1,238,0
12640,23,3,994.58,331.52667236328125,0.6464504223023466,0,0,23,0
12641,114,1,145.9,145.89999389648438,0.3572432087154613,0,1,114,0
12642,24,3,905.26,301.7533365885417,0.7629543185539315,0,0,24,1
12643,127,11,7849.42,713.5836292613636,0.5995098117243792,0,1,127,0
12644,129,4,1900.49,475.12249755859375,0.6396557067920817,0,1,129,0
12645,33,8,3215.3,401.9125061035156,0.6976294161034081,0,0,33,1
12646,4,2,1346.97,673.4849853515625,0.6757229164145515,0,0,4,1
12647,21,35,14916.35,426.1814174107143,0.6767222260956226,0,0,21,1
12648,154,4,1039.0,259.75,0.5399858353024215,0,1,154,0
12649,106,8,2096.65,262.08123779296875,0.7212792772079903,0,1,106,1
12650,2,1,242.44,242.44000244140625,0.5894368034307055,0,0,2,0
12651,334,4,377.75,94.4375,0.7296958683268544,0,1,334,1
12652,330,2,891.03,445.5150146484375,0.6319796686631649,0,1,330,0
12653,148,3,4160.83,1386.943359375,0.6680147703301158,0,1,148,1
12654,10,5,529.98,105.99599609375,0.5717756788283274,0,0,10,0
12655,423,1,243.35,243.3500061035156,0.5708583325911137,0,1,423,0
12656,16,8,5723.83,715.478759765625,0.7136156328326333,0,0,16,1
12657,10,4,1427.1799,356.79498291015625,0.4806096932346593,0,0,10,0
12658,18,1,632.05,632.0499877929688,0.6989021168190922,0,0,18,1
12659,29,1,73.68,73.68000030517578,0.3432090177596898,0,0,29,0
12660,10,1,227.09999,227.09999084472656,0.4748466064873782,0,0,10,0
12661,435,1,162.00002,162.00001525878906,0.4228503546556145,0,1,435,0
12662,0,20,6374.02,318.7010009765625,0.7947638467772664,0,0,1,1
12663,624,2,185.40001,92.70000457763672,0.1438575403168961,0,1,624,0
12664,7,11,5420.04,492.73091264204544,0.0565408064227886,0,0,7,0
12665,324,3,259.6,86.53333536783855,0.3797627111548463,0,1,324,0
12666,393,1,1248.42,1248.4200439453125,0.5298792484330215,0,1,393,0
12667,57,1,460.13,460.1300048828125,0.7060048956714383,0,0,57,1
12668,11,9,9967.68,1107.5199652777778,0.6358691739666681,0,0,11,0
12669,150,2,1427.73,713.864990234375,0.6135524925134579,0,1,150,0
12670,9,7,3436.29,490.89857700892856,0.7509349541480156,0,0,9,1
12671,605,1,2622.48,2622.47998046875,0.7226164475424599,0,1,605,1
12672,329,2,407.05,203.5249938964844,0.5927964851162082,0,1,329,0
12673,4,3,1140.02,380.0066731770833,0.7666666900048325,0,0,4,1
12674,38,4,1844.6,461.1499938964844,0.6930750560297352,0,0,38,1
12675,553,2,874.5,437.25,0.6905847219130576,0,1,553,1
12676,24,10,2333.09,233.3090087890625,0.7432653122230417,0,0,24,1
12677,554,2,359.09998,179.54998779296875,0.355849790805776,0,1,554,0
12678,41,15,32595.18,2173.0119791666666,0.779590264278726,0,0,41,1
12679,58,4,951.01996,237.75498962402344,0.4797180784797741,0,0,58,0
12680,0,4,790.81,197.70249938964844,0.5567582930380127,0,0,1,0
12681,14,44,27898.28,634.0518022017045,0.7868957958922104,0,0,14,1
12682,3,51,21693.91,425.370787377451,0.7420075177178735,0,0,3,1
12683,3,20,11400.78,570.039013671875,0.7265210159098315,0,0,3,1
12684,7,6,2073.63,345.60498046875,0.6832276580134485,0,0,7,1
12685,27,6,2575.08,429.1800130208333,0.9152821793466196,0,0,27,1
12686,371,1,142.28,142.27999877929688,0.4250389817912389,0,1,371,0
12687,480,1,1858.91,1858.9100341796875,0.7153083563702033,0,1,480,1
12688,113,1,4873.81,4873.81005859375,0.7371322919655777,0,1,113,1
12689,25,2,1139.61,569.8049926757812,0.7813176817123985,0,0,25,1
12690,205,1,335.01,335.010009765625,0.5690445115334314,0,1,205,0
12691,27,6,1044.4,174.0666707356771,0.5433810815775374,0,0,27,0
12692,636,1,110.95,110.9499969482422,0.537085414520966,0,1,636,0
12693,126,7,1415.02,202.1457170758929,0.5804496399447754,0,1,126,0
12694,69,3,1663.35,554.4499918619791,0.6362084967139072,0,0,69,0
12695,6,7,1371.12,195.87428501674108,0.4616150090713126,0,0,6,0
12696,434,2,731.91003,365.95501708984375,0.7757170898551613,0,1,434,1
12697,28,3,757.58997,252.52998860677084,0.6244237079193418,0,0,28,0
12698,589,1,285.75,285.75,0.4407849594575039,0,1,589,0
12699,417,1,566.11,566.1099853515625,0.8821472657872184,0,1,417,1
12700,7,4,4525.9897,1131.4974365234375,0.7887865092869086,0,0,7,1
12701,79,6,2248.41,374.7349853515625,0.7128406788463778,0,0,79,1
12702,19,1,201.0,201.0,0.0,0,0,19,0
12703,70,4,898.53,224.63250732421875,0.7054350958639223,0,0,70,1
12704,6,8,1740.84,217.60499572753903,0.7515772048624402,0,0,6,1
12705,14,13,11114.1,854.9307391826923,0.7656169202080001,0,0,14,1
12707,291,1,603.42,603.4199829101562,0.5734605540910751,0,1,291,0
12708,29,18,4738.1,263.227783203125,0.6371281439553014,0,0,29,0
12709,14,32,30162.76,942.5862426757812,0.7592834584343775,0,0,14,1
12710,96,3,1023.02,341.0066731770833,0.6216981578707653,0,1,96,0
12711,611,2,1213.05,606.5250244140625,0.7481954942624907,0,1,611,1
12712,28,21,6401.6597,304.8409365699405,0.78187037170947,0,0,28,1
12713,0,1,794.55,794.5499877929688,0.6995753859270891,0,0,1,1
12714,8,12,12815.71,1067.975830078125,0.7975247618889134,0,0,8,1
12715,105,1,273.86,273.8599853515625,0.4676376156717097,0,1,105,0
12716,3,2,963.49,481.7449951171875,0.6245006096617477,0,0,3,0
12717,150,3,1058.91,352.9700113932292,0.6305316374750357,0,1,150,0
12718,70,1,202.25,202.25,0.7165933633056,0,0,70,1
12719,4,2,572.95,286.4750061035156,0.7161609801362293,0,0,4,1
12720,2,29,7306.67,251.95413523706893,0.7084429576058077,0,0,2,1
12721,31,8,3635.08,454.385009765625,0.7815161934343478,0,0,31,1
12722,84,4,979.63,244.90750122070312,0.7111702426418633,0,0,84,1
12723,3,5,707.07,141.41400146484375,0.7219195014897108,0,0,3,1
12724,4,7,2083.52,297.64571707589283,0.5643567603213973,0,0,4,0
12725,370,3,2278.56,759.52001953125,0.712237062582178,0,1,370,1
12726,27,11,3690.6,335.5090997869318,0.5871536381121715,0,0,27,0
12727,10,10,4905.5303,490.55302734375,0.7496581275658094,0,0,10,1
12728,70,5,926.17,185.23399658203124,0.6663281409503417,0,0,70,1
12729,113,1,417.01,417.010009765625,0.6460335266634515,0,1,113,0
12730,521,1,703.25,703.25,0.585837493524217,0,1,521,0
12731,23,17,25631.709,1507.7475873161766,0.5800363274662095,0,0,23,0
12732,179,1,218.26001,218.260009765625,0.4670470820504518,0,1,179,0
12733,233,4,2424.02,606.0050048828125,0.6998659466757732,0,1,233,1
12734,352,3,603.65,201.2166748046875,0.3226579141275368,0,1,352,0
12735,314,2,689.57,344.7850036621094,0.5845299732019973,0,1,314,0
12736,332,1,144.0,144.0,0.0,0,1,332,0
12738,371,1,274.7,274.70001220703125,0.421784654670768,0,1,371,0
